site_no,lat,lon,importance,importance_norm,n_channels,horizon
06808500,40.87327778,-95.5814444,1.6997509941684636e-05,0.09196097993312503,1,1
03298250,38.0792321,-85.6160683,1.6898751050598862e-05,0.09142666847029812,1,1
06464500,43.0270872,-99.780921,1.6874596649817184e-05,0.09129598683674113,1,1
07001910,38.7787222,-90.2329167,1.6831114563435702e-05,0.09106073736273602,1,1
06893000,39.1117222,-94.5881389,1.6663294612459103e-05,0.09015278748083658,1,1
03277075,38.99416667,-84.7161111,1.665181658693317e-05,0.09009068835698353,1,1
05289800,44.91550278,-93.21293889,1.6649656266665203e-05,0.0900790004586094,1,1
03045000,40.29257045,-79.340591,1.663563114105855e-05,0.09000312085630895,1,1
03010655,41.96173237,-78.1980662,1.6529481825518906e-05,0.0894288252618515,1,1
03118500,40.7497222,-81.3694444,1.6519973846006947e-05,0.08937738460283123,1,1
03285000,37.6420234,-84.6607768,1.650881127102583e-05,0.08931699214903287,1,1
05587900,38.82444444,-89.9747222,1.6452883132393807e-05,0.08901440627309681,1,1
06479770,44.4675224,-96.8874204,1.643532430833435e-05,0.08891940843679484,1,1
07311900,33.70036966,-99.3886905,1.6420267054893653e-05,0.08883794475262827,1,1
03067510,38.6170576,-79.8697849,1.6387722699820806e-05,0.08866187126927344,1,1
03069500,39.12155556,-79.6755278,1.6342994327509354e-05,0.08841987906202152,1,1
03330241,41.31638889,-85.6922222,1.6303341459748066e-05,0.08820534666351156,1,1
06874000,39.42778826,-98.6942395,1.628380032217886e-05,0.08809962399201217,1,1
06461500,42.90207778,-100.3625278,1.626071684049128e-05,0.0879747363111965,1,1
07152500,36.50421677,-96.7283672,1.6253736161808014e-05,0.08793696901148532,1,1
03451000,35.5683333,-82.5447222,1.6181511559790777e-05,0.08754621500107014,1,1
07103980,38.93943809,-104.7410863,1.6175285856138057e-05,0.08751253231398,1,1
03142000,40.01451644,-81.5870674,1.6174958637972777e-05,0.08751076197801701,1,1
07376500,30.50435795,-90.545924,1.6165058247741464e-05,0.0874571982742442,1,1
03165000,36.6459613,-80.9192444,1.611586856097278e-05,0.08719106918749142,1,1
03540500,35.9831307,-84.557992,1.609396671409518e-05,0.0870725744604332,1,1
03171000,37.14179254,-80.56922499,1.607691653346272e-05,0.08698032851827008,1,1
07077380,35.8575,-90.9330556,1.603167036291783e-05,0.0867355348869791,1,1
06154400,48.2237333,-108.7140528,1.598199855482766e-05,0.08646679739762368,1,1
06827500,40.01027778,-101.5419444,1.5945219173249913e-05,0.0862678113118483,1,1
06040800,45.4865944,-111.6338583,1.5935705916085442e-05,0.08621634209934588,1,1
07361500,34.03888889,-93.4180556,1.5861926213333988e-05,0.08581717458672339,1,1
03301500,37.7672853,-85.7038488,1.5838172263215658e-05,0.08568865949612137,1,1
05051522,46.65968548,-96.7959154,1.5827930371751756e-05,0.0856332481812511,1,1
03226800,40.110341,-83.0318515,1.58166422674353e-05,0.08557217658087611,1,1
07191500,36.2295379,-95.182741,1.5769973076913874e-05,0.08531968403886495,1,1
07177500,36.27842534,-95.954162,1.5743467309440325e-05,0.08517628089575105,1,1
05540195,41.80194444,-88.06888889,1.572906900383558e-05,0.08509838229193604,1,1
07010208,38.4912222,-90.293,1.5721526729105025e-05,0.08505757661054353,1,1
03599500,35.6180856,-87.0323384,1.5690522462209598e-05,0.08488983540753241,1,1
07183000,37.92225778,-95.4277596,1.564860080369818e-05,0.08466302825693457,1,1
07024000,36.6286707,-88.963951,1.5626661784895726e-05,0.08454433242002865,1,1
07227500,35.4703261,-101.879628,1.5607230024547185e-05,0.08443920150793575,1,1
07133000,38.10579167,-102.6182056,1.5597834684335294e-05,0.08438837025702577,1,1
03015500,41.8525587,-79.3172708,1.55860200165095e-05,0.08432444981017374,1,1
07344493,33.07293056,-94.9652278,1.5506805663067558e-05,0.08389587941414031,1,1
03011800,41.76645099,-78.71863999,1.5500344832459046e-05,0.08386092462864649,1,1
03337000,40.11130556,-88.2265556,1.5489073384952995e-05,0.0837999431459777,1,1
03376300,38.3803275,-87.21667529,1.5470863009593783e-05,0.08370142024652194,1,1
03574500,34.62428955,-86.3063635,1.5466117621233724e-05,0.08367574645281618,1,1
06837000,40.18777778,-100.6186111,1.545899989343178e-05,0.0836372376814838,1,1
03282290,37.78396929,-84.1032602,1.5446177384309326e-05,0.08356786454929281,1,1
07096250,38.66388094,-105.228041,1.5436195921615736e-05,0.08351386222226859,1,1
05576000,39.7422222,-89.5672778,1.5417083177390914e-05,0.08341045727094595,1,1
03049800,40.5203462,-79.93810799,1.540204866689055e-05,0.08332911663204227,1,1
03026500,41.63117349,-78.5766898,1.5391311632219418e-05,0.08327102646275743,1,1
07372050,31.93694444,-92.6033333,1.5358547919891998e-05,0.08309376619921215,1,1
07054080,36.77963889,-92.9072778,1.5353011704269353e-05,0.08306381382292137,1,1
07208500,36.37234444,-104.9692889,1.5330090700207948e-05,0.08293980518861144,1,1
03197000,38.47203988,-81.2841933,1.5312244271500347e-05,0.08284325133584781,1,1
07099970,38.25361396,-104.6060854,1.5285761591292137e-05,0.08269997310088528,1,1
03230800,39.7150611,-83.2571369,1.528355773249059e-05,0.08268804964764302,1,1
07032200,35.04982264,-89.818971,1.5264564442019266e-05,0.08258529097240824,1,1
03228300,40.2361735,-82.8512892,1.5166176792109735e-05,0.08205298802156197,1,1
07338500,33.94122094,-94.7585482,1.5132242359584899e-05,0.08186939385517143,1,1
05125000,47.840058,-91.695358,1.5128435069049157e-05,0.08184879541635551,1,1
07385700,30.07103537,-91.8292836,1.5122709825528139e-05,0.08181782034963368,1,1
06449100,43.10069918,-101.232234,1.5091126093420522e-05,0.0816469440880797,1,1
07240000,35.55305556,-97.61972222,1.5014326166830002e-05,0.08123143637357993,1,1
03198000,38.37148448,-81.7020701,1.5006634526716413e-05,0.08118982258635078,1,1
03471500,36.7603931,-81.63122929,1.4998363177886181e-05,0.08114507242315591,1,1
05030500,46.369544,-96.017084,1.4961286780586814e-05,0.08094447940454688,1,1
07184000,37.28116187,-95.0327471,1.49555281535023e-05,0.08091332372400437,1,1
05362000,45.30803838,-90.9565247,1.4949911156722456e-05,0.08088293430049893,1,1
03350700,40.0289211,-85.9955181,1.4939418145943505e-05,0.08082616436437348,1,1
05588000,38.84166667,-90.0330556,1.489606100183409e-05,0.08059159086077897,1,1
06883000,40.3325,-98.0669444,1.4875121430321697e-05,0.08047830229543818,1,1
07249920,35.57305556,-94.5569444,1.48642903390586e-05,0.08041970325536013,1,1
03508050,35.28777778,-83.14388889,1.4815810574277085e-05,0.08015741503246566,1,1
06857100,39.0427758,-96.8294533,1.4762395602950331e-05,0.07986842604977581,1,1
03184000,37.64012018,-80.805083,1.4753892513149967e-05,0.07982242210724638,1,1
06018500,45.38338889,-112.4528306,1.4663079222254477e-05,0.07933109842216822,1,1
06908000,38.99224236,-93.1968713,1.4640475212262531e-05,0.07920880480878549,1,1
03175500,37.30567654,-80.8497993,1.459264649008208e-05,0.0789500388968517,1,1
06935955,38.72791667,-90.4475833,1.4565684337054608e-05,0.07880416658837712,1,1
05443500,41.7722222,-89.7455556,1.4555382150778353e-05,0.0787484290627826,1,1
07351500,32.3,-93.8277778,1.4551611829481921e-05,0.0787280306372325,1,1
06892513,39.02916667,-94.8172222,1.4531449626603643e-05,0.07861894783977226,1,1
05578500,40.11516944,-89.049175,1.4518164868173544e-05,0.07854707381777738,1,1
06720990,40.0688333,-104.8319861,1.4464760432796793e-05,0.0782581418373361,1,1
03371500,38.7703263,-86.4096988,1.4429952698246377e-05,0.07806982287829503,1,1
03183500,37.7242874,-80.641468,1.441784309793661e-05,0.07800430676947055,1,1
06326500,46.4294361,-105.3103306,1.4408485858990576e-05,0.07795368165638646,1,1
05483600,41.68741667,-94.3710556,1.4407730146792266e-05,0.07794959305549479,1,1
03051000,39.0292694,-79.93590799,1.4361736274057575e-05,0.07770075415955574,1,1
05558300,41.10727778,-89.3562222,1.435395440052737e-05,0.07765865218591322,1,1
07178000,36.24870534,-95.867213,1.435002300932293e-05,0.07763738232998131,1,1
03010500,41.963398,-78.3861287,1.434822076475801e-05,0.07762763171493019,1,1
07343000,33.47483009,-95.5877347,1.4344549731557705e-05,0.07760777046398076,1,1
03238772,38.98666667,-84.3652778,1.4328491252518435e-05,0.0775208898871343,1,1
07316500,35.62643705,-99.6684386,1.431464552044513e-05,0.07744598085082717,1,1
03054500,39.15037545,-80.038691,1.4296253105633384e-05,0.07734647307026239,1,1
05595200,38.32388889,-89.9705556,1.4289437432642673e-05,0.07730959849455808,1,1
03284000,37.89396779,-84.26048609,1.4236116251669094e-05,0.07702111694223984,1,1
06818000,39.75325,-94.8568333,1.4234188047124631e-05,0.07701068485071416,1,1
03228500,40.1036745,-82.8840675,1.4200940094840669e-05,0.07683080472219576,1,1
03113990,39.9067395,-80.9359288,1.4174315654162727e-05,0.0766867595259691,1,1
03513000,35.4275,-83.4469444,1.4166545643864868e-05,0.0766447217355202,1,1
07043500,36.83452778,-89.7300556,1.415955795303561e-05,0.07660691649826291,1,1
03007800,41.81867578,-78.29279129,1.4156270260761437e-05,0.0765891292221096,1,1
03061000,39.42230818,-80.2759187,1.4152502480519725e-05,0.07656874454433096,1,1
03529500,36.86898536,-82.7754387,1.4136357597725245e-05,0.07648139650054221,1,1
03460795,35.7836111,-83.1119444,1.4107762209366489e-05,0.07632668796122902,1,1
05124480,47.922814,-91.535142,1.4053121049174945e-05,0.07603106497567781,1,1
07052000,37.1869722,-93.3313333,1.4000167057791776e-05,0.07574457001519987,1,1
03260100,39.0797222,-84.6852778,1.396391018655565e-05,0.07554841084720276,1,1
03056250,39.33648107,-79.9934094,1.3962590883271304e-05,0.07554127307094767,1,1
06174500,48.13005278,-106.3643139,1.3957781351620576e-05,0.07551525224524216,1,1
410433081312500,41.0758891,-81.52345,1.395635235757382e-05,0.07550752101323764,1,1
03021350,42.015332,-79.7825507,1.392466052351296e-05,0.07533605989180787,1,1
05357225,46.06138889,-89.6472222,1.3924491299153169e-05,0.07533514434370653,1,1
06221400,43.34616667,-109.4087778,1.3908452178179716e-05,0.07524836849906545,1,1
07261000,35.2986111,-92.4038889,1.3882585690918406e-05,0.0751084240293085,1,1
06813500,40.05205556,-95.42175,1.3877325164601255e-05,0.07507996320435537,1,1
05502000,39.67825,-91.4096111,1.3876198926184938e-05,0.07507386995959434,1,1
03241500,39.72238889,-83.8823056,1.3856111493967795e-05,0.07496519169099108,1,1
03518500,35.3620163,-84.2790141,1.3850521073931527e-05,0.07493494605462807,1,1
05426000,43.1,-88.8494444,1.3845149501637533e-05,0.07490588444186055,1,1
05437500,42.45027778,-89.0725,1.3823637810597034e-05,0.0747895005600514,1,1
03282060,37.60189058,-83.83336439,1.3802109278637715e-05,0.07467302556446129,1,1
05531300,41.88616667,-87.9595556,1.3791785662037792e-05,0.07461717209520374,1,1
03450000,35.65305556,-82.4052778,1.3761377956164537e-05,0.07445265844354439,1,1
072632971,34.8897222,-92.6466667,1.3752532294368432e-05,0.07440480109680844,1,1
05536290,41.60702778,-87.5975833,1.3752039763164974e-05,0.07440213637401828,1,1
05536190,41.56112789,-87.480567,1.373837264019209e-05,0.07432819365971689,1,1
03586500,34.67009046,-87.3172429,1.3682861070819277e-05,0.07402786153256041,1,1
03180500,38.54372659,-79.833115,1.3665944322000994e-05,0.07393633749145385,1,1
07069305,36.3136111,-91.4827778,1.3640589877383674e-05,0.0737991633064898,1,1
03168000,36.93762235,-80.7456257,1.3633638086644338e-05,0.07376155229812019,1,1
03050000,38.809275,-79.8817342,1.3624757681133634e-05,0.07371350697878991,1,1
03271000,39.76672525,-84.2366086,1.357808122575539e-05,0.0734609751320009,1,1
05471050,41.68180556,-93.2468333,1.3571694865113802e-05,0.07342642324852963,1,1
05427085,42.9289722,-88.8395278,1.3563455862110364e-05,0.07338184808472814,1,1
06701900,39.25999025,-105.2219379,1.355603193245265e-05,0.07334168268117079,1,1
03031500,41.10061789,-79.68116,1.3554056160533458e-05,0.07333099323769132,1,1
07268000,34.4825,-89.2244444,1.3543648580231487e-05,0.07327468550281807,1,1
05551540,41.73355,-88.3333361,1.3542126556637427e-05,0.07326645095660092,1,1
08013000,30.99666667,-92.6736111,1.3477778783612903e-05,0.07291831265374649,1,1
03049500,40.6152958,-79.7183667,1.3469802333549479e-05,0.07287515797010537,1,1
03479000,36.23916667,-81.8222222,1.3447188522840017e-05,0.07275281133227436,1,1
03434500,36.1220032,-87.09889379,1.34373088443249e-05,0.07269935968430995,1,1
06429997,44.5763739,-104.0560453,1.3422326404715149e-05,0.07261830076256032,1,1
06892360,38.95666667,-94.9736111,1.3419489054670706e-05,0.07260294995580124,1,1
05544200,42.85666667,-88.3277778,1.3401228270267432e-05,0.07250415433021645,1,1
03116077,40.96638889,-81.8505556,1.3375576610650174e-05,0.07236537213427086,1,1
03340500,39.7925352,-87.3738966,1.3347180701845247e-05,0.07221174283158172,1,1
06844500,40.13166667,-99.5025,1.3342265598027487e-05,0.07218515083280631,1,1
06713500,39.74248685,-104.9999817,1.3338455923215717e-05,0.07216453949443269,1,1
03200500,38.33898309,-81.841518,1.3331816831910389e-05,0.07212862027188786,1,1
03141870,39.99007179,-81.4956758,1.3326445190363509e-05,0.07209955828444409,1,1
05079000,47.7753946,-96.6100767,1.3291089171734924e-05,0.07190827296496062,1,1
03085500,40.4006247,-80.0964444,1.3217271459956085e-05,0.07150889981354654,1,1
07050690,37.17794444,-93.1983889,1.3089912201851654e-05,0.07081985287555259,1,1
06477000,43.9738721,-98.070916,1.3079096960459359e-05,0.07076133958742621,1,1
06476000,44.36359475,-98.199257,1.30762197795558e-05,0.07074577328528879,1,1
05440700,42.12218889,-89.2553639,1.3036577308091899e-05,0.07053129713347017,1,1
03432400,35.94819856,-86.8817337,1.3028003025501888e-05,0.07048490801930545,1,1
07197360,35.7850906,-94.8563398,1.3024976742979255e-05,0.07046853503836349,1,1
06865500,38.61146944,-97.9525639,1.3003232194804268e-05,0.07035089133847831,1,1
05530000,42.04947275,-87.918123,1.2990571724057398e-05,0.07028239487633231,1,1
03599240,35.5763595,-86.7785853,1.2959928675023811e-05,0.0701166079565461,1,1
03111500,40.19340427,-80.7342482,1.293868892889792e-05,0.07000169536793936,1,1
05300000,44.995275,-95.919633,1.2938173723940268e-05,0.06999890797420141,1,1
03578000,35.296828,-85.869736,1.2925158451628751e-05,0.06992849194267857,1,1
03275000,39.5743333,-85.15588889,1.2894507900386264e-05,0.0697626644339776,1,1
07147070,37.79602778,-97.0143222,1.288427427726126e-05,0.069707297852986,1,1
06751490,40.7874815,-105.2522047,1.2873728443051022e-05,0.06965024212826439,1,1
03610200,36.6917217,-88.273647,1.283812653474975e-05,0.0694576264812604,1,1
03539600,35.99766528,-84.8224946,1.282680492693021e-05,0.06939637361816015,1,1
03081000,39.8275767,-79.3725353,1.280902544363633e-05,0.06930018195761578,1,1
07360200,34.31166667,-93.8997222,1.2796325226063915e-05,0.06923147045473506,1,1
06037500,44.6570722,-111.0679639,1.2793928689775385e-05,0.06921850456583165,1,1
07010094,38.56452778,-90.3093611,1.2707605522203072e-05,0.06875147362376328,1,1
03498850,35.8088391,-83.926578,1.268636867485666e-05,0.06863657671831264,1,1
05536340,41.6141111,-87.7294556,1.2678394601381897e-05,0.06859343489263854,1,1
07363400,34.2286111,-92.3725,1.2666269923352584e-05,0.0685278372094029,1,1
03503000,35.33638889,-83.5269444,1.2656404132688852e-05,0.06847446069835131,1,1
03053500,39.05121,-80.1145254,1.2654459140667383e-05,0.06846393778217888,1,1
06768020,40.70723067,-99.5598289,1.2650523255836906e-05,0.06844264361455336,1,1
07338750,34.4623262,-94.6352202,1.2645017999861643e-05,0.06841285873806235,1,1
03250322,38.24730198,-83.5893567,1.262778956528059e-05,0.06831964839535785,1,1
03091500,41.1314461,-80.9712018,1.2585440658671518e-05,0.068090529720668,1,1
07295500,34.84867146,-102.1760295,1.2583782307148694e-05,0.06808155760465597,1,1
07363200,34.1161111,-92.4055556,1.2548185789905068e-05,0.0678889711246856,1,1
07289350,33.19444444,-89.7711111,1.2532699493100325e-05,0.06780518620356567,1,1
393109104464500,39.5191557,-104.7796975,1.2523922221376668e-05,0.06775769886503101,1,1
05474000,40.75365,-91.2770889,1.2521583212518743e-05,0.06774504421459192,1,1
05473450,41.0069727,-91.5515497,1.2517473607627756e-05,0.06772281017594686,1,1
05552500,41.38413889,-88.7889722,1.2501354210567901e-05,0.06763560001665642,1,1
05413500,42.72027778,-90.8191667,1.2482201966908978e-05,0.06753198136305155,1,1
03165500,36.83484534,-80.9525807,1.2482151816282444e-05,0.06753171003502903,1,1
03456100,35.46388889,-82.9,1.2476965272158493e-05,0.06750364947311488,1,1
07250935,35.7358333,-94.1030556,1.2463530702406507e-05,0.06743096493263742,1,1
06402430,43.58133935,-103.4766662,1.24197584803384e-05,0.06719414574858965,1,1
03274000,39.3911674,-84.572169,1.2405389312445997e-05,0.06711640478742872,1,1
03333450,40.44127778,-85.91875,1.2384850789458545e-05,0.06700528599963068,1,1
06918060,37.86202778,-94.39925,1.2338362887964388e-05,0.06675377427873132,1,1
05583000,40.1233611,-89.9839722,1.2311601864170438e-05,0.06660899013207992,1,1
03086000,40.5491864,-80.20560508,1.229358602990531e-05,0.06651151975088775,1,1
07297910,34.83755505,-101.4140578,1.2292623204586796e-05,0.06650631061377892,1,1
03072655,39.8250275,-79.9228206,1.2283830456971395e-05,0.06645873954661724,1,1
05551330,41.8458333,-88.3491667,1.2195587196466964e-05,0.06598132039897019,1,1
03251200,38.5947955,-84.0202056,1.2183329972903089e-05,0.06591500560968279,1,1
05357335,46.0488377,-89.9846035,1.2181942516595497e-05,0.06590749910772466,1,1
07312110,33.81398475,-98.932844,1.217132222462625e-05,0.06585004054702849,1,1
05286000,45.32774267,-93.3724537,1.2162751169123412e-05,0.06580366889225045,1,1
06253000,43.22191667,-108.2196944,1.2154991979055006e-05,0.0657616896420764,1,1
03409500,36.38829775,-84.6301691,1.2153082932973169e-05,0.06575136120285056,1,1
07352000,32.2501631,-92.9765613,1.2138833444567861e-05,0.06567426773905537,1,1
06077200,46.82798056,-111.1922389,1.2137233339175006e-05,0.06566561074985941,1,1
03062500,39.62924826,-79.9525633,1.2133991369863377e-05,0.06564807084690696,1,1
03117000,40.7875,-81.5230556,1.2133607386125316e-05,0.06564599339432999,1,1
07072000,36.34638889,-91.1141667,1.212644912596242e-05,0.06560726533231064,1,1
05433000,42.78555556,-89.8611111,1.20957279395707e-05,0.06544105566895503,1,1
03353200,39.94642217,-86.260249,1.2083478166060328e-05,0.06537478118640803,1,1
03301000,37.79700569,-85.4807919,1.2079937287225344e-05,0.0653556241046586,1,1
06204050,45.24323889,-109.7313028,1.2077804850360932e-05,0.06534408706279955,1,1
05570000,40.49008056,-90.3400944,1.20757130771858e-05,0.06533277002214814,1,1
05313500,44.71533,-95.543937,1.206870488814776e-05,0.06529485388421347,1,1
03369500,38.9764343,-85.6196733,1.2058390534330208e-05,0.0652390505290342,1,1
03250190,38.02396899,-83.8315854,1.2046957251318064e-05,0.0651771934738975,1,1
05536179,41.507795,-87.5100125,1.2024313515180927e-05,0.06505468493166616,1,1
05465000,41.40919167,-91.2904306,1.2023311168395892e-05,0.06504926197307394,1,1
07010070,38.61497778,-90.37615,1.2023271204649523e-05,0.06504904575874075,1,1
06019500,45.1923194,-112.1428167,1.2018686890329044e-05,0.06502424341776969,1,1
06917240,37.83559565,-94.981361,1.1966379853917467e-05,0.06474124865310656,1,1
06879650,39.102075,-96.5946889,1.1922069808363014e-05,0.0645015197031575,1,1
05580950,40.4711972,-89.0289611,1.188755228722021e-05,0.06431477087464997,1,1
07138020,37.93002065,-101.5493401,1.1833868052479728e-05,0.06402432510637968,1,1
03361850,39.6569811,-85.9574616,1.1819657402167981e-05,0.0639474417668412,1,1
05430175,42.82638889,-89.1719444,1.1776944861481721e-05,0.06371635573656866,1,1
03093000,41.26116735,-80.9542569,1.177677024997769e-05,0.06371541104260622,1,1
03187500,38.2953903,-80.5264749,1.175392405946678e-05,0.06359180716919592,1,1
07362100,33.37527778,-92.7766667,1.1752409650196194e-05,0.06358361381846275,1,1
03539800,36.0814937,-84.6703113,1.1729290213697694e-05,0.0634585316127045,1,1
06891500,38.9113923,-95.261084,1.172396623023747e-05,0.06342972746798979,1,1
03378550,38.0831111,-87.76963889,1.1713609981952091e-05,0.06337369745276865,1,1
07251500,35.5258333,-94.2713889,1.1697670121728493e-05,0.06328745863477776,1,1
03207800,37.35371995,-82.1956935,1.1616445694614533e-05,0.06284801321379946,1,1
05594450,38.71638889,-89.8291667,1.1580328498361287e-05,0.06265260972403652,1,1
03217000,38.5642453,-82.9521158,1.155089093476817e-05,0.06249334479616448,1,1
03361500,39.52925,-85.7775278,1.1541509673966827e-05,0.06244258971855255,1,1
03065000,39.07232928,-79.6228373,1.15411583548874e-05,0.062440688990332706,1,1
03020500,41.4817261,-79.6953304,1.152734410660674e-05,0.06236595028958845,1,1
0344894205,35.68569444,-82.3324167,1.151438907653583e-05,0.062295860184362964,1,1
03052000,39.03954454,-80.0681352,1.1498303468804076e-05,0.06220883283418596,1,1
03346500,38.72380556,-87.6643611,1.1488080593488923e-05,0.06215352440166021,1,1
05394500,45.2358333,-89.6497222,1.145944487087383e-05,0.06199859764345788,1,1
07328180,34.9714592,-97.5847555,1.1452397853399261e-05,0.06196047143351356,1,1
05316500,44.523579,-95.171378,1.144909531213843e-05,0.06194260382045391,1,1
07325000,35.5308832,-98.9670296,1.1423447729036441e-05,0.06180384367952345,1,1
03159500,39.32896188,-82.0876439,1.1417339398697465e-05,0.06177079601279727,1,1
03075070,40.26224454,-79.9011517,1.1401730240916133e-05,0.061686346381620315,1,1
03360500,38.9281111,-87.0192778,1.135587677980179e-05,0.061438267149317036,1,1
06821150,39.38805536,-94.5791215,1.1350891196407928e-05,0.06141129383757839,1,1
06847500,40.1183333,-99.5169444,1.1340947503907973e-05,0.06135749585719263,1,1
05582000,40.13185556,-89.7357139,1.1326287271222408e-05,0.06127818015927937,1,1
05080000,47.8006388,-96.8095627,1.1316030978436494e-05,0.06122269092948574,1,1
07329780,34.4317552,-97.1472406,1.1314909632911182e-05,0.06121662415654634,1,1
03456991,35.52194444,-82.8480556,1.1314076017590066e-05,0.06121211407935974,1,1
07106500,38.2877801,-104.6010849,1.1303986432820626e-05,0.06115752678359117,1,1
03337100,40.1113611,-88.2194167,1.1303136163233134e-05,0.0611529266024622,1,1
05389400,43.04081747,-91.2065192,1.1299779085044335e-05,0.06113476393034062,1,1
07010090,38.5768333,-90.3236389,1.12974166423086e-05,0.06112198249648594,1,1
05131500,48.3954278,-93.5496852,1.1296641461155418e-05,0.06111778856345004,1,1
03401000,36.84675484,-83.3557386,1.1295992387175651e-05,0.06111427690324609,1,1
03157500,39.5650661,-82.4746008,1.129596034997171e-05,0.06111410357358317,1,1
03576250,34.751757,-86.8233348,1.1288840844342422e-05,0.06107558518373931,1,1
05017500,48.83303718,-113.4206533,1.1279245281262776e-05,0.061023670674682284,1,1
05543500,41.327,-88.7170833,1.1238845667330431e-05,0.06080509818383601,1,1
03231500,39.34145297,-82.9710126,1.122306632540076e-05,0.0607197278118503,1,1
03597590,35.52729537,-86.340271,1.1219455794368454e-05,0.060700193893473496,1,1
05387500,43.3048888,-91.7955429,1.1177681321440434e-05,0.06047418305542543,1,1
03282000,37.5531418,-83.7693625,1.1164084066676823e-05,0.060400618346432636,1,1
08013500,30.6404757,-92.8140368,1.116359792293772e-05,0.06039798818149733,1,1
03098600,41.10527778,-80.6655556,1.1162141521710296e-05,0.060390108669468257,1,1
05014500,48.7988333,-113.6567306,1.1116801745575257e-05,0.06014480860742202,1,1
03212500,37.81537197,-82.7915493,1.1103073208002726e-05,0.06007053362405387,1,1
06817000,40.7432222,-95.0145278,1.1087231930604104e-05,0.059984828164962055,1,1
06912500,38.6450089,-95.5597037,1.103033274520477e-05,0.05967698867172622,1,1
03082500,40.01752778,-79.5932222,1.1027008960788483e-05,0.05965900612763259,1,1
03568933,34.8968611,-85.4635278,1.1005484174861554e-05,0.05954255139905869,1,1
03186500,38.37899915,-80.4839737,1.1000732577570613e-05,0.05951684401341093,1,1
05275000,45.3338537,-93.6669098,1.0978503616223603e-05,0.05939657951141152,1,1
05568000,40.45466667,-89.6061667,1.0975925234251765e-05,0.059382629789741376,1,1
0345577330,35.42666667,-82.9197222,1.0967416191976893e-05,0.05933659364276607,1,1
05482000,41.61194444,-93.6197222,1.0960024361071452e-05,0.059296601901864227,1,1
07366200,32.9293064,-92.6329305,1.0931277822670127e-05,0.059141075601238983,1,1
06674500,41.98857008,-104.0533373,1.0930858028322551e-05,0.05913880440388679,1,1
03189100,38.29094494,-80.6409242,1.0917666486721956e-05,0.059067434709350275,1,1
03061500,39.50566667,-80.1681667,1.0911154786452406e-05,0.05903220470566897,1,1
03030500,41.19256259,-79.440045,1.0910343783086116e-05,0.05902781696507938,1,1
05592500,38.9606111,-89.0888056,1.0907239461508545e-05,0.05901102177241408,1,1
06108800,47.9327194,-110.5144333,1.0876183981932891e-05,0.05884300349539184,1,1
06902000,39.64002778,-93.2736944,1.0874166699236068e-05,0.05883208946773493,1,1
03324000,40.89855556,-85.4131667,1.0873073412864704e-05,0.05882617450216627,1,1
06894000,39.1005609,-94.3005038,1.0852996008790755e-05,0.05871755048844378,1,1
06605000,43.12766667,-95.2104444,1.0826815691131187e-05,0.05857590811404928,1,1
03076600,39.65613889,-79.3941111,1.0815365948978086e-05,0.05851396201064983,1,1
07337900,34.09760677,-94.9021667,1.0800938421888824e-05,0.05843590531095134,1,1
03083500,40.2402222,-79.8066944,1.0773129378481966e-05,0.05828545110374855,1,1
03604000,35.49590598,-87.8328037,1.077211742198258e-05,0.05827997615408519,1,1
07264000,34.73666667,-91.9158333,1.073262605703718e-05,0.05806631752810202,1,1
03328000,40.99455556,-85.7825833,1.0716766759437783e-05,0.057980514575005054,1,1
03459500,35.635,-82.99,1.0708897679308059e-05,0.05793794079082229,1,1
06480000,44.1802473,-96.749496,1.0701160466252441e-05,0.05789608044204255,1,1
06785000,41.2035,-98.4461111,1.0700831691070257e-05,0.057894301682210374,1,1
07028960,35.74426606,-88.8464417,1.0673688661824594e-05,0.057747450786029206,1,1
03463300,35.83138889,-82.1841667,1.067346852582348e-05,0.05774625979261603,1,1
07103990,38.9272222,-104.8141667,1.066618667157391e-05,0.05770686305422211,1,1
03453000,35.7697222,-82.6208333,1.0662614801552603e-05,0.05768753830203898,1,1
05247500,46.304779,-94.377525,1.0656599711974851e-05,0.05765499509224806,1,1
03280700,37.1650931,-83.3079564,1.0644552191037075e-05,0.057589814849082814,1,1
03421000,35.7082839,-85.7318338,1.0612089383149742e-05,0.05741418255735644,1,1
07121500,38.0030644,-103.6560588,1.0608400879403341e-05,0.057394226786177616,1,1
06287000,45.31690278,-107.9188889,1.0598813340497641e-05,0.057342355690002934,1,1
07283000,33.9736111,-89.3477778,1.0596908521600377e-05,0.05733205012095262,1,1
07178200,36.2231514,-95.8194322,1.0592463690518385e-05,0.05730800242082833,1,1
03220000,40.24839457,-83.1738026,1.0579191116591106e-05,0.05723619432018447,1,1
03439000,35.1433333,-82.8247222,1.0566063869354043e-05,0.057165172474991484,1,1
05057200,47.2291562,-98.1248189,1.0565958748309054e-05,0.057164603742609975,1,1
05112000,48.981612,-96.462767,1.0557944973823462e-05,0.05712124712407076,1,1
07103797,38.97499176,-104.9555374,1.0555326452627007e-05,0.057107080238684146,1,1
05483450,41.7790833,-94.493,1.0553003927687943e-05,0.057094514770562745,1,1
06479525,44.7315478,-97.0446518,1.0546426458931613e-05,0.05705892894214513,1,1
05453100,41.81272566,-92.064792,1.0536882386030022e-05,0.05700729300843515,1,1
