target,pred,subset
547000.0,462141.84,1
524000.0,458160.4,1
502000.0,455140.3,1
482000.0,453522.97,1
463000.0,455843.7,1
444000.0,454977.44,1
427000.0,451948.22,1
410000.0,445556.8,1
393999.97,436597.5,1
376000.0,429035.94,1
359000.0,422944.44,1
346000.0,417039.3,1
340000.0,411743.84,1
329999.97,404104.56,1
320000.0,395371.94,1
312000.0,387437.66,1
301000.0,380008.72,1
288000.0,372881.03,1
278000.0,365733.44,1
273000.0,359468.25,1
274000.0,354324.72,1
278000.0,350434.5,1
287000.0,346921.2,1
294000.0,344267.56,1
297000.0,342597.53,1
298000.0,342278.28,1
298000.0,342841.75,1
295000.0,343983.72,1
295000.0,344523.78,1
297000.0,344708.72,1
295000.0,344742.8,1
292000.0,344359.25,1
294000.0,344008.47,1
290000.0,343012.22,1
283000.03,341469.88,1
278000.0,339873.94,1
277000.0,338448.88,1
282000.0,337513.03,1
294000.0,336405.12,1
311000.0,335431.28,1
329000.0,334321.62,1
344999.97,333414.22,1
358000.0,332594.8,1
367000.0,332370.3,1
374000.0,333120.1,1
379000.0,335061.44,1
380000.0,336820.88,1
377000.0,337293.9,1
374000.0,338036.47,1
367000.0,338163.47,1
359999.97,337748.7,1
349000.0,338085.1,1
337000.0,338258.88,1
327000.0,337213.53,1
333000.0,335711.12,1
340000.0,334413.7,1
329999.97,333354.44,1
325000.0,332969.0,1
325000.0,333355.84,1
335000.0,334147.8,1
359000.0,334453.84,1
365000.0,335164.94,1
365000.0,335607.47,1
358000.0,335612.28,1
347000.0,334952.88,1
333000.0,334654.4,1
326000.0,335161.88,1
320000.0,334832.62,1
314000.0,333896.47,1
306000.0,333169.94,1
294000.0,332272.47,1
282000.0,331704.2,1
272000.0,332072.88,1
257000.0,332446.0,1
244000.0,332473.78,1
240000.0,332916.2,1
238000.03,333692.6,1
235000.0,333761.62,1
239000.0,333274.34,1
243000.0,332844.53,1
248000.0,333408.66,1
249000.0,333523.16,1
250000.0,332705.6,1
248000.0,331330.53,1
241000.0,329818.03,1
229000.0,328782.72,1
219000.0,327948.2,1
212000.0,327995.06,1
204000.0,328134.5,1
197000.0,327664.28,1
193000.0,327149.84,1
189000.0,326789.62,1
187000.0,326673.1,1
192000.0,326896.7,1
202000.0,327093.12,1
193000.0,327061.9,1
171000.0,326668.84,1
163000.0,326245.6,1
163000.0,325753.44,1
161000.0,325035.94,1
160000.0,324340.56,1
159000.0,323723.5,1
158000.0,322910.03,1
154000.0,322409.3,1
154000.0,321943.66,1
157000.0,321452.03,1
159000.0,320993.1,1
164000.0,320658.66,1
166000.0,320681.9,1
170000.03,320986.0,1
174000.0,321238.2,1
169000.0,321234.28,1
165000.0,321640.9,1
161999.97,323287.06,1
161000.0,324739.28,1
153000.0,325594.8,1
139000.0,325983.16,1
134000.0,325691.53,1
133000.0,325119.44,1
136000.0,324491.78,1
139000.0,323726.25,1
144000.0,322694.16,1
141000.0,321555.16,1
142000.0,320652.34,1
143000.0,320018.94,1
153000.0,319633.66,1
153000.0,319437.38,1
153000.0,319226.12,1
152000.0,319144.38,1
148000.0,319153.75,1
146999.97,319256.72,1
152000.0,319346.78,1
163000.0,319354.9,1
166000.0,319304.4,1
165000.0,319157.94,1
166000.0,319203.6,1
167000.0,319668.03,1
177000.0,319955.62,1
171000.0,320129.66,1
169000.0,320415.2,1
168000.0,321016.34,1
168000.0,321496.25,1
174000.0,321831.53,1
164000.0,322118.03,1
163000.0,322204.25,1
159000.0,322120.6,1
164000.0,322253.9,1
172000.0,323422.1,1
177000.0,324367.2,1
187000.0,325446.38,1
203000.0,326420.1,1
217000.0,327297.47,1
234000.0,328028.44,1
244000.0,329309.25,1
250000.0,337886.78,1
243000.0,344634.94,1
244000.0,348899.53,1
249000.0,352520.34,1
253000.03,358112.25,1
248000.0,363385.38,1
242000.0,366271.44,1
233000.0,367980.94,1
224000.0,364834.34,1
219000.0,360404.06,1
213000.0,355927.97,1
212000.0,351875.16,1
214999.97,348290.62,1
222000.0,345552.8,1
244000.0,343423.6,1
268000.03,342507.5,1
292000.0,342551.44,1
312000.0,342858.94,1
354000.0,344126.9,1
374000.0,347065.78,1
378000.0,349491.03,1
392000.0,351897.94,1
412000.0,354266.7,1
439000.0,355836.1,1
451000.0,356431.1,1
453000.0,357974.0,1
454000.0,361338.28,1
453000.0,363341.6,1
451000.0,364752.44,1
447000.0,365606.06,1
440000.0,365122.06,1
427000.0,364419.72,1
408000.0,369530.06,1
392000.0,378950.47,1
380000.0,389850.28,1
373000.0,395141.03,1
373000.0,398513.38,1
373000.0,400028.06,1
377000.0,399820.9,1
382000.0,397516.25,1
391000.0,392944.9,1
402000.0,389085.34,1
413000.0,381590.25,1
420000.0,373729.75,1
433000.0,366598.47,1
455000.0,360740.22,1
489000.0,356079.75,1
523000.0,352177.84,1
550000.0,349853.5,1
570000.0,348936.06,1
582000.0,349671.6,1
582000.0,351296.47,1
569000.0,363877.2,1
549000.0,380700.12,1
528000.0,399607.0,1
511000.0,414017.97,1
502000.0,423430.28,1
493000.0,429286.4,1
487000.0,434788.75,1
504000.0,441205.2,1
524000.0,444071.28,1
537000.0,440721.12,1
553000.0,444373.34,1
575000.0,446975.44,1
601000.0,443113.12,1
614000.0,436892.4,1
619000.0,431905.47,1
629000.0,432467.5,1
643000.0,442585.0,1
654000.0,456986.5,1
659000.0,462758.62,1
660000.0,464799.4,1
658000.0,463053.56,1
654000.0,461986.7,1
655000.0,470384.75,1
651000.0,488605.53,1
646000.0,506232.8,1
643000.0,517351.1,1
648000.0,528938.1,1
657000.0,542161.94,1
665000.0,559324.1,1
668000.0,568888.7,1
671000.0,573801.5,1
662000.0,577710.8,1
651000.0,577473.8,1
642000.0,573725.0,1
638000.0,563971.75,1
636000.0,547614.3,1
635000.0,597517.7,1
639000.0,653924.94,1
648000.0,673399.4,1
658000.0,676177.6,1
669000.0,669654.9,1
682000.0,679149.6,1
694000.0,687826.5,1
705000.0,704582.3,1
714000.0,741255.1,1
719000.0,794294.06,1
725000.0,819159.56,1
731000.0,828304.7,1
735000.0,830685.44,1
744000.0,825200.9,1
758000.0,818768.44,1
777000.0,822384.8,1
798000.0,824215.56,1
819000.0,816299.44,1
840000.0,796240.56,1
863000.0,779694.44,1
882000.0,781675.0,1
901000.0,779605.3,1
927000.0,798763.8,1
949000.0,876254.6,1
960000.0,923700.06,1
964000.0,953510.25,1
959000.0,968828.7,1
948000.0,973881.5,1
930000.0,973444.3,1
906000.0,976938.94,1
875000.0,990020.2,1
838000.0,983442.94,1
804000.0,974286.5,1
778000.0,960222.9,1
764000.0,940300.56,1
761000.0,918203.75,1
766000.0,895806.94,1
775000.0,896096.4,1
789000.0,891986.94,1
806000.0,879305.8,1
823000.0,860514.0,1
839000.0,837016.94,1
855000.0,818858.56,1
884000.0,803734.5,1
907999.94,862275.25,1
922000.0,944528.2,1
935000.0,980406.3,1
943000.0,995771.06,1
948000.0,1.0023429e+06,1
950000.0,1.0025663e+06,1
943000.0,1.0000244e+06,1
936000.0,1.004883e+06,1
930000.0,1.0240866e+06,1
914000.0,1.02645375e+06,1
896000.0,1.019709e+06,1
873000.0,1.0101913e+06,1
844000.0,1.0030234e+06,1
813000.0,1.0139826e+06,1
781000.0,1.02270694e+06,1
746000.0,1.0295604e+06,1
712000.0,1.02682294e+06,1
681000.0,1.0122257e+06,1
655000.0,995826.06,1
637000.0,986165.0,1
621000.0,976016.3,1
609000.0,949116.9,1
598000.0,912172.94,1
585000.0,873152.75,1
573000.0,831032.06,1
562000.0,791140.56,1
551000.0,756253.1,1
539000.0,722035.25,1
533000.0,703926.44,1
528000.0,678191.5,1
523000.0,657827.8,1
523000.0,643747.7,1
526000.0,628625.7,1
532000.0,615145.9,1
538000.0,603844.06,1
546000.0,595441.0,1
559000.0,601541.94,1
575000.0,596156.2,1
590000.0,586924.9,1
602000.0,581375.06,1
607000.0,582933.75,1
609000.0,587752.06,1
611000.0,587076.5,1
614000.0,582414.44,1
616000.0,573408.0,1
617000.0,566957.6,1
617000.0,563714.7,1
617000.0,559646.75,1
612000.0,561085.0,1
603000.0,582192.56,1
590000.0,597276.4,1
575000.0,611075.2,1
556000.0,630522.6,1
536000.0,631796.6,1
512000.0,631887.94,1
486000.0,627260.9,1
458000.0,619553.4,1
430000.0,608342.75,1
406000.0,591208.25,1
389000.0,575466.8,1
376000.0,557730.56,1
366000.0,542226.4,1
352000.0,526275.3,1
338000.0,546974.4,1
326000.0,537171.6,1
314000.0,520927.12,1
304000.0,528608.44,1
297000.0,527139.75,1
289000.0,508575.34,1
285000.0,507055.47,1
278000.0,504492.75,1
274999.97,496197.12,1
271000.0,488099.84,1
271000.0,479312.4,1
272000.0,471794.78,1
270000.0,461730.88,1
262000.0,450882.9,1
258000.0,443046.53,1
257000.0,437969.56,1
237000.0,434712.16,1
225000.0,432587.66,1
221000.0,431662.94,1
220000.0,430342.9,1
217000.0,430328.28,1
211000.0,432512.88,1
209000.0,434751.78,1
209000.0,437505.84,1
212000.0,439078.28,1
212000.0,441179.5,1
212000.0,443453.7,1
212000.0,447650.53,1
218000.0,451909.8,1
225000.0,457292.75,1
233000.0,460886.5,1
244000.0,460795.06,1
255000.0,458936.38,1
265000.0,456155.84,1
274999.97,454733.5,1
282000.0,451302.16,1
290000.0,445761.03,1
292000.0,440793.22,1
290000.0,436025.94,1
287000.0,431747.4,1
283000.03,429613.16,1
274999.97,424731.34,1
270000.0,418852.16,1
266000.0,413412.6,1
262000.0,406993.56,1
259999.97,401295.22,1
267000.0,395083.34,1
280000.0,388753.72,1
286000.0,383899.2,1
291000.0,381348.22,1
290000.0,379188.25,1
282000.0,377851.94,1
270000.0,376546.3,1
267000.0,374194.44,1
244999.97,371305.88,1
229000.0,368638.53,1
218000.0,371157.28,1
211000.0,368599.5,1
208000.03,363066.4,1
204000.0,357480.47,1
205000.0,352355.78,1
202000.0,347952.5,1
214999.97,344744.84,1
238000.03,340989.7,1
259999.97,338515.25,1
278000.0,336417.8,1
293000.0,335538.94,1
303000.0,334724.8,1
302000.0,333489.44,1
299000.0,332418.88,1
296000.0,331562.25,1
297000.0,331790.12,1
302000.0,332018.84,1
306000.0,331744.1,1
304000.0,331990.06,1
309000.0,332539.25,1
307000.0,333325.66,1
301000.0,334089.34,1
292000.0,334975.88,1
293000.0,336711.47,1
284000.0,337287.12,1
269000.0,337706.28,1
253000.03,337975.12,1
234000.0,336951.56,1
220000.0,335838.53,1
210000.0,334705.1,1
211000.0,333580.3,1
214000.0,332050.8,1
213000.0,330602.6,1
213000.0,329079.4,1
214000.0,327744.62,1
199000.0,328323.78,1
192000.0,328137.94,1
182000.0,327695.38,1
175000.0,327741.4,1
169000.0,327313.44,1
163000.0,327786.53,1
155000.03,327674.38,1
148000.0,327115.3,1
146000.0,325566.56,1
146999.97,324114.66,1
145000.0,322879.12,1
148000.0,322041.53,1
158000.0,321524.12,1
156000.0,320738.84,1
153000.0,320172.06,1
154000.0,319885.9,1
153000.0,320153.44,1
155000.03,321090.4,1
154000.0,321597.22,1
168000.0,321917.62,1
172000.0,322055.44,1
168000.0,321882.8,1
167000.0,321518.12,1
170000.03,321342.56,1
168000.0,321615.38,1
160000.0,321355.94,1
163000.0,320996.1,1
164000.0,320699.3,1
173000.0,320481.66,1
168000.0,320224.0,1
161999.97,320166.47,1
163000.0,320120.88,1
175000.0,320087.03,1
192000.0,320237.94,1
167000.0,320528.47,1
161999.97,320650.8,1
160000.0,320798.94,1
148000.0,321030.16,1
134000.0,321443.75,1
131000.0,321723.78,1
134000.0,321934.94,1
134000.0,322363.75,1
139000.0,322588.94,1
141000.0,322831.94,1
143000.0,322837.75,1
153000.0,322718.56,1
157000.0,322562.78,1
157000.0,322491.78,1
154000.0,322629.94,1
156000.0,322678.97,1
156000.0,322827.94,1
175000.0,323116.78,1
183000.0,323452.97,1
187000.0,323882.06,1
176000.0,324658.28,1
168000.0,325228.16,1
171000.0,325557.72,1
174000.0,326383.75,1
183000.0,327283.5,1
184000.0,327727.53,1
187000.0,328105.9,1
194000.0,328518.88,1
209000.0,329019.44,1
216000.0,329639.9,1
212000.0,330660.94,1
217000.0,332538.84,1
221000.0,335140.84,1
232000.0,337747.6,1
236000.0,339769.44,1
216000.0,341065.3,1
198000.0,342165.7,1
188000.0,343041.75,1
181000.0,343592.4,1
185000.03,343241.25,1
175000.0,342154.4,1
170000.03,340669.25,1
166000.0,339102.62,1
167000.0,337905.0,1
171000.0,336786.94,1
167000.0,335539.88,1
164000.0,334325.44,1
160000.0,333323.28,1
170000.03,332430.12,1
188000.0,331723.84,1
197000.0,330817.3,1
197000.0,330007.1,1
195000.0,329415.06,1
197000.0,328921.7,1
196000.0,328849.66,1
188000.0,330743.44,1
186000.0,332190.44,1
189000.0,332910.28,1
190000.0,333536.25,1
180000.0,334021.72,1
177000.0,334224.78,1
181000.0,334158.03,1
189000.0,334068.84,1
204000.0,333478.94,1
207000.0,333423.56,1
209000.0,333478.9,1
193000.0,333825.38,1
185000.03,334782.4,1
183000.0,335372.6,1
185000.03,336143.62,1
190000.0,337070.94,1
192000.0,337926.78,1
199999.97,338948.6,1
214999.97,339886.3,1
201000.0,341778.06,1
189000.0,342965.62,1
175000.0,343403.47,1
168000.0,343359.47,1
166000.0,343106.22,1
169000.0,342606.53,1
174000.0,341604.53,1
181000.0,340347.78,1
185000.03,339173.25,1
187000.0,337953.22,1
185000.03,336948.16,1
201000.0,336125.78,1
214000.0,335566.78,1
231000.0,334972.34,1
267000.0,335374.78,1
266000.0,335860.34,1
259999.97,338138.62,1
263000.0,341991.8,1
259000.0,345144.28,1
262000.0,348126.8,1
268000.03,351405.62,1
279000.0,353805.44,1
294000.0,355720.44,1
325000.0,356352.1,1
370000.0,356151.7,1
412000.0,354597.2,1
446000.0,353102.47,1
473000.0,352750.62,1
489000.0,352908.4,1
506000.0,358485.94,1
539000.0,378750.47,1
553000.0,393818.5,1
564000.0,412421.66,1
571000.0,427744.84,1
567000.0,441406.84,1
564000.0,454123.22,1
571000.0,465334.38,1
584000.0,468203.56,1
602000.0,463955.34,1
624000.0,453420.03,1
650000.0,438202.9,1
666000.0,421235.22,1
683000.0,406515.03,1
698000.0,404432.03,1
712000.0,414758.06,1
724000.0,444617.7,1
732000.0,507886.44,1
736000.0,584688.3,1
749000.0,665069.1,1
757000.0,725770.8,1
759000.0,767181.3,1
749000.0,798838.9,1
733000.0,817542.25,1
717000.0,825335.3,1
704000.0,823123.3,1
685000.0,820549.9,1
666000.0,808861.44,1
653000.0,788112.8,1
648000.0,760484.94,1
648000.0,727026.3,1
645000.0,685901.9,1
641000.0,652527.4,1
634000.0,624610.94,1
622000.0,613052.56,1
607000.0,642031.25,1
591000.0,658272.0,1
572000.0,652436.8,1
551000.0,635822.44,1
532000.0,613121.2,1
516000.0,586485.25,1
506000.0,555610.25,1
490000.0,524426.6,1
474000.0,487653.5,1
465000.0,454510.03,1
471000.0,431951.3,1
485000.0,415823.16,1
491000.0,402216.44,1
491000.0,391025.8,1
493000.0,382323.97,1
496000.0,381331.56,1
497000.0,389251.1,1
499000.0,392591.53,1
510000.0,394395.25,1
536000.0,395895.0,1
560000.0,395601.62,1
576000.0,394390.7,1
587000.0,395288.78,1
595000.0,400474.2,1
600000.0,402593.22,1
603000.0,411170.62,1
606000.0,439856.12,1
616000.0,466181.06,1
618000.0,484334.03,1
616000.0,494509.66,1
613000.0,503509.25,1
610000.0,547886.2,1
602000.0,586345.25,1
586000.0,623658.44,1
567000.0,642323.06,1
544000.0,646581.06,1
521000.0,637885.1,1
498000.0,623639.7,1
479000.0,606653.4,1
462000.0,588031.0,1
448000.0,562553.06,1
441000.0,545761.4,1
450000.0,549222.2,1
497000.0,541430.44,1
555000.0,527293.75,1
596000.0,509764.75,1
631000.0,493917.78,1
666000.0,480707.2,1
704000.0,469336.75,1
735000.0,499236.6,1
761000.0,588838.2,1
778000.0,658917.6,1
789000.0,687086.94,1
800000.0,698823.56,1
809000.0,707269.25,1
811000.0,713469.94,1
808000.0,723235.4,1
803000.0,737851.56,1
797000.0,782687.5,1
793000.0,853034.06,1
790000.0,889974.5,1
792000.0,901828.25,1
789000.0,904593.06,1
784000.0,903385.2,1
775000.0,903153.0,1
761000.0,898802.06,1
743000.0,895230.56,1
727000.0,875982.44,1
715000.0,851049.06,1
706000.0,819802.1,1
705000.0,785601.56,1
709000.0,750167.6,1
720000.0,714329.0,1
732000.0,681521.44,1
746000.0,666898.6,1
768000.0,663368.5,1
803000.0,689758.44,1
823000.0,704509.94,1
840000.0,706006.94,1
862000.0,701817.44,1
873000.0,698098.56,1
886000.0,699502.25,1
895000.0,702953.25,1
904000.0,706312.5,1
909000.0,702725.9,1
911000.0,696583.0,1
910000.0,690132.75,1
907999.94,683998.6,1
903000.0,674146.5,1
898000.0,669205.56,1
890000.0,659140.2,1
879000.0,649440.6,1
869000.0,643448.7,1
861000.0,639177.06,1
850000.0,634010.44,1
841000.0,628574.44,1
831000.0,628995.7,1
823000.0,623195.5,1
824000.0,644107.44,1
828000.0,650068.44,1
836000.0,647090.2,1
844000.0,649278.25,1
850000.0,648144.4,1
856000.0,650872.06,1
859000.0,656254.6,1
856000.0,659449.2,1
849000.0,652502.9,1
837000.0,640419.44,1
823000.0,627065.2,1
808000.0,611473.0,1
790000.0,597880.2,1
768000.0,582312.5,1
747000.0,569164.9,1
717000.0,561584.1,1
678000.0,558528.8,1
641000.0,555863.1,1
605000.0,550524.94,1
569000.0,545368.0,1
535000.0,541655.9,1
502000.0,534324.06,1
474000.0,526366.06,1
450000.0,517280.66,1
432000.0,506780.06,1
414000.0,495013.88,1
402000.0,481621.72,1
397000.0,469490.22,1
393999.97,458764.62,1
388000.0,449904.62,1
382000.0,440073.16,1
379000.0,429854.84,1
379000.0,428572.22,1
382000.0,430532.22,1
384000.0,431330.1,1
389000.0,430387.5,1
405000.0,425622.78,1
427000.0,421703.1,1
451000.0,417416.78,1
474000.0,412992.47,1
495000.0,409902.2,1
507000.0,407351.12,1
515000.0,405966.34,1
520000.0,409214.7,1
525000.0,409360.56,1
532000.0,410658.1,1
534000.0,411603.6,1
532000.0,412439.3,1
523000.0,414056.7,1
516000.0,415337.22,1
518000.0,417960.78,1
521000.0,418191.22,1
524000.0,415893.9,1
523000.0,411545.03,1
516000.0,405553.28,1
505000.0,401023.62,1
492000.0,398195.72,1
478000.0,403226.44,1
464000.0,400896.88,1
449000.0,397633.8,1
435000.0,392295.44,1
423000.0,389036.62,1
410000.0,386578.16,1
396000.0,383816.16,1
385000.0,380694.38,1
378000.0,377110.25,1
371000.0,373677.34,1
363000.0,369924.8,1
352000.0,365881.62,1
340000.0,361993.4,1
328000.0,358216.8,1
320000.0,354741.25,1
310000.0,352261.94,1
300000.0,349923.22,1
291000.0,347681.75,1
278000.0,345616.25,1
267000.0,343512.0,1
259999.97,342716.62,1
255000.0,343056.47,1
249000.0,343226.5,1
248000.0,344897.66,1
239000.0,346582.25,1
231000.0,347219.66,1
226000.0,347187.16,1
224000.0,346912.1,1
227000.0,346547.2,1
229999.97,345887.6,1
229999.97,345008.1,1
225000.0,343301.9,1
217000.0,341246.25,1
204000.0,339301.88,1
205000.0,337626.88,1
205000.0,336387.34,1
206000.0,335225.12,1
199999.97,334244.44,1
197000.0,333248.53,1
192000.0,331931.8,1
193000.0,330556.22,1
204000.0,329391.38,1
206000.0,328564.22,1
192000.0,327863.0,1
192000.0,327493.84,1
189000.0,327136.06,1
183000.0,326673.78,1
185000.03,326302.25,1
185000.03,325833.66,1
186000.0,325453.47,1
187000.0,325172.75,1
190000.0,324766.38,1
191000.0,324326.7,1
190000.0,323723.56,1
189000.0,323009.53,1
186000.0,322443.3,1
191000.0,322297.72,1
186000.0,322974.44,1
169000.0,322934.6,1
158000.0,322595.62,1
157000.0,322164.5,1
157000.0,321880.34,1
164000.0,321860.9,1
178000.0,322382.5,1
198000.0,322203.8,1
227000.0,321953.47,1
251000.0,321808.47,1
273000.0,321988.62,1
282000.0,322233.97,1
286000.0,322686.78,1
276000.0,323048.7,1
263000.0,325305.66,1
250000.0,338928.8,1
242000.0,364669.72,1
231000.0,371846.44,1
223000.03,377303.56,1
223000.03,382099.4,1
211000.0,384077.34,1
191000.0,386369.03,1
183000.0,381964.44,1
176000.0,370985.88,1
167000.0,357243.16,1
160000.0,347641.03,1
151000.0,340934.8,1
146000.0,336113.88,1
145000.0,332465.78,1
140000.03,329840.38,1
139000.0,327712.44,1
140000.03,326223.75,1
142000.0,324966.88,1
144000.0,324012.7,1
139000.0,323208.72,1
138000.0,322474.8,1
138000.0,321819.9,1
138000.0,321494.9,1
146000.0,321225.62,1
149000.0,320691.3,1
142000.0,320343.56,1
146999.97,320080.3,1
163000.0,319758.53,1
186000.0,319658.88,1
211000.0,319737.28,1
237000.0,319765.47,1
253000.03,319742.28,1
259000.0,319709.62,1
278000.0,319703.66,1
297000.0,319981.3,1
314000.0,320269.25,1
327000.0,320497.12,1
340000.0,320787.53,1
356000.0,323525.66,1
365000.0,332721.03,1
364000.0,340474.3,1
359999.97,342085.38,1
355000.0,342473.75,1
351000.0,345783.8,1
347000.0,351195.56,1
334000.0,358321.6,1
321000.0,363310.22,1
309000.0,362093.0,1
300000.0,358291.62,1
288000.0,355279.38,1
264000.0,352861.9,1
247000.0,350138.56,1
240000.0,347925.94,1
236000.0,347174.7,1
246000.0,346622.03,1
250000.0,346860.94,1
253000.03,347331.28,1
251000.0,348701.97,1
253000.03,351087.44,1
254000.0,353210.78,1
247000.0,356624.3,1
233000.0,359952.53,1
219000.0,362054.16,1
210000.0,363956.25,1
201000.0,364759.6,1
194000.0,363973.8,1
190000.0,361468.47,1
188000.0,358720.12,1
194000.0,355327.44,1
199999.97,351836.5,1
221000.0,348541.6,1
248000.0,345068.5,1
273000.0,342100.4,1
301000.0,341134.7,1
333000.0,342634.44,1
369000.0,345821.56,1
404000.0,349435.75,1
442000.0,351966.53,1
479000.0,354259.16,1
492000.0,357060.3,1
507000.0,360239.78,1
517000.0,365750.0,1
868000.0,605437.1,2
903000.0,611309.1,2
935000.0,621682.5,2
964000.0,645076.6,2
996000.0,669950.5,2
1.02e+06,689366.44,2
1.04e+06,701652.06,2
1.06e+06,710035.0,2
1.08e+06,714148.5,2
1.1e+06,714043.9,2
1.11e+06,741797.4,2
1.13e+06,878128.7,2
1.15e+06,970697.4,2
1.16e+06,1.01978106e+06,2
1.17e+06,1.0562192e+06,2
1.18e+06,1.0906374e+06,2
1.18e+06,1.1104432e+06,2
1.18e+06,1.1282621e+06,2
1.17e+06,1.1422288e+06,2
1.16e+06,1.1475258e+06,2
1.14e+06,1.1480306e+06,2
1.13e+06,1.1449745e+06,2
1.12e+06,1.1424868e+06,2
1.1e+06,1.1363626e+06,2
1.08e+06,1.1311838e+06,2
1.06e+06,1.129091e+06,2
1.05e+06,1.1247111e+06,2
1.04e+06,1.1191875e+06,2
1.03e+06,1.1109364e+06,2
1.03e+06,1.1012505e+06,2
1.04e+06,1.0901752e+06,2
1.04e+06,1.0755688e+06,2
1.05e+06,1.0572875e+06,2
1.06e+06,1.03758706e+06,2
1.07e+06,1.0199203e+06,2
1.09e+06,1.00246425e+06,2
1.12e+06,994931.56,2
1.15e+06,1.0543385e+06,2
1.18e+06,1.0862651e+06,2
1.1899999e+06,1.1036524e+06,2
1.21e+06,1.1118624e+06,2
1.22e+06,1.1289026e+06,2
1.24e+06,1.1455529e+06,2
1.25e+06,1.1588014e+06,2
1.25e+06,1.1687614e+06,2
1.26e+06,1.1735199e+06,2
1.26e+06,1.1743651e+06,2
1.27e+06,1.174535e+06,2
1.27e+06,1.1747302e+06,2
1.27e+06,1.1749924e+06,2
1.28e+06,1.174566e+06,2
1.29e+06,1.172292e+06,2
1.29e+06,1.1682748e+06,2
1.28e+06,1.1615662e+06,2
1.27e+06,1.153557e+06,2
1.25e+06,1.1466358e+06,2
1.24e+06,1.1407331e+06,2
1.22e+06,1.1349656e+06,2
1.2e+06,1.1332502e+06,2
1.18e+06,1.1282661e+06,2
1.16e+06,1.1214536e+06,2
1.14e+06,1.1128198e+06,2
1.13e+06,1.1052442e+06,2
1.11e+06,1.1033415e+06,2
1.1e+06,1.1034189e+06,2
1.09e+06,1.1007466e+06,2
1.08e+06,1.0939898e+06,2
1.08e+06,1.0818814e+06,2
1.09e+06,1.0682878e+06,2
1.1e+06,1.0561594e+06,2
1.11e+06,1.0524936e+06,2
1.13e+06,1.0463888e+06,2
1.14e+06,1.0381791e+06,2
1.15e+06,1.0358627e+06,2
1.17e+06,1.03520106e+06,2
1.18e+06,1.0441688e+06,2
1.1899999e+06,1.049062e+06,2
1.2e+06,1.0541179e+06,2
1.21e+06,1.058215e+06,2
1.22e+06,1.0844009e+06,2
1.24e+06,1.1151185e+06,2
1.25e+06,1.1340126e+06,2
1.26e+06,1.1477398e+06,2
1.28e+06,1.1548169e+06,2
1.29e+06,1.1603828e+06,2
1.3e+06,1.1674806e+06,2
1.31e+06,1.1713894e+06,2
1.32e+06,1.1720259e+06,2
1.32e+06,1.1724796e+06,2
1.34e+06,1.1757822e+06,2
1.35e+06,1.1761025e+06,2
1.36e+06,1.1765995e+06,2
1.36e+06,1.176001e+06,2
1.36e+06,1.1735212e+06,2
1.35e+06,1.1705941e+06,2
1.34e+06,1.1668502e+06,2
1.33e+06,1.1618801e+06,2
1.32e+06,1.1561044e+06,2
1.3e+06,1.1496755e+06,2
1.29e+06,1.142888e+06,2
1.29e+06,1.136131e+06,2
1.28e+06,1.1281601e+06,2
1.27e+06,1.1198985e+06,2
1.26e+06,1.1157946e+06,2
1.24e+06,1.1381246e+06,2
1.24e+06,1.143629e+06,2
1.23e+06,1.1471805e+06,2
1.22e+06,1.1472431e+06,2
1.21e+06,1.1449856e+06,2
1.2e+06,1.1458218e+06,2
1.18e+06,1.1431796e+06,2
1.17e+06,1.1422988e+06,2
1.16e+06,1.1340324e+06,2
1.14e+06,1.1248768e+06,2
1.13e+06,1.1207981e+06,2
1.13e+06,1.1160536e+06,2
1.11e+06,1.1133748e+06,2
1.1e+06,1.1157328e+06,2
1.09e+06,1.1192578e+06,2
1.08e+06,1.1184552e+06,2
1.07e+06,1.1267875e+06,2
1.06e+06,1.1391691e+06,2
1.04e+06,1.1462436e+06,2
1.03e+06,1.1481952e+06,2
1.01e+06,1.148107e+06,2
999000.0,1.143942e+06,2
986000.0,1.139687e+06,2
971000.0,1.1315585e+06,2
958000.0,1.1209391e+06,2
947000.0,1.1078469e+06,2
937999.94,1.0919766e+06,2
928000.0,1.068826e+06,2
920000.0,1.04273406e+06,2
910000.0,1.0132712e+06,2
903000.0,979154.25,2
899000.0,939243.7,2
900000.0,917116.1,2
905000.0,912471.6,2
914000.0,921198.3,2
924000.0,941703.25,2
936000.0,952608.6,2
947000.0,964414.7,2
957000.0,1.0101805e+06,2
969000.0,1.0394665e+06,2
986000.0,1.0639084e+06,2
999000.0,1.0720085e+06,2
998000.0,1.0819749e+06,2
1.01e+06,1.09259e+06,2
1.01e+06,1.095644e+06,2
1.01e+06,1.107934e+06,2
1.01e+06,1.1087905e+06,2
1e+06,1.100713e+06,2
993000.0,1.082814e+06,2
975999.94,1.0575336e+06,2
958000.0,1.03092906e+06,2
937999.94,1.00069675e+06,2
915000.0,975880.5,2
891000.0,951498.5,2
866000.0,922497.44,2
841000.0,888610.2,2
811000.0,856546.6,2
784000.0,838674.75,2
755000.0,835704.7,2
721000.0,824357.2,2
690000.0,805876.3,2
664000.0,784235.56,2
643000.0,760820.75,2
622000.0,740354.4,2
601000.0,716205.25,2
582000.0,697963.3,2
565000.0,695994.1,2
552000.0,677430.0,2
547000.0,658479.8,2
546000.0,643092.56,2
550000.0,660191.3,2
561000.0,664067.4,2
